,date,title,rating,body,model
1345,23 April 2021,Suitable for one person,3.0,Suitable for one person,Old Model
1346,26 June 2022,Pathetic product - waste of money,1.0,"Very disappointed with this cooler. After only a few months of usage, the wheels at the bottom have come off and the plastic build of the cooler can be easily damaged. Cleaning of this cooler is another headache. Noise level and cooling power is ok.",New Model
1347,19 April 2022,BAJAJ AIR COOLER,5.0,"The media could not be loaded.
                



 Nice look and nice air flow.Zero level Noise,Bajaj brand ""Naam Hi kaafi hain..""😎🤓",New Model
1348,21 April 2021,Ok,3.0,Chillness is less,Old Model
1349,14 April 2021,I recommend the Bajaj Cooler,5.0,"I purchase the mentioned cooler for an amount of Rs. 5,700.00 and delivered on time. After use I feel cool like  winter in summer season. I recommend it and suggest to everybody to buy the Bajaj cooler and feel enjoy like winter season. Anil Kumar Verma",Old Model
1350,23 August 2022,Not long lasting,1.0,It was good initially.. when added with ice water it will change the temperature of the room.. but after a year water started leaking and the pumping motor goes off.. the noise is so much.,Old Model
1351,16 April 2021,Best,4.0,This is best for small room,Old Model
1352,17 March 2021,Average product,3.0,Cooling is not as per expectations,Old Model
1353,25 April 2019,"Good machine, takes some time to cool, but user instructions not clear",4.0,"Strong body, but user pamphlet does not give proper instructions to fill tank. It says to fill from front panel for manual filling, but there is not inlet in front panel as shown in pamphlet. There is no instruction to open side panel for filling",Old Model
1354,6 July 2021,Good for small sized room.,5.0,"It is short but good, A Medium sized rooms getting cooler within 2 hrs, oscillation and adjustment of windows is also there.buttons for pump and asilation is different switch.Good for medium sized room. 5*. Using it from 3 months, no issue arrises.",Old Model
1355,27 May 2021,Nice,3.0,Nice,Old Model
1356,26 May 2021,Only for two persons,4.0,Only for two persons,Old Model
1357,1 July 2020,Nice product,4.0,"Good nice working,...Noise level also low...Value for money..Over all good product...My only feedback please add the drain hole for cleaning water...",Old Model
1358,28 May 2021,Bad,3.0,Poor,Old Model
1359,10 May 2021,Satisfactory,4.0,Water leaking from the corners.,Old Model
1360,25 April 2021,Very google below 6000,4.0,Very good product below 6000,Old Model
1361,5 May 2021,Nice product,4.0,Only suitable to small room,Old Model
1362,22 March 2021,Swing system is not working,3.0,Swing system is not working,Old Model
1363,9 April 2021,Reporting issues is another problem,3.0,My swing not working,Old Model
1364,18 May 2021,Bed smell,4.0,Honey comb pads smelling bad,Old Model
1365,5 June 2021,Ok,3.0,Okk,Old Model
1366,30 May 2022,Good for a small room or area,5.0,Good cooling effect within a small room or area,Old Model
1367,26 May 2020,Satisfied buy,4.0,"Body of cooler is not heavy duty, at joints it making noise. Also noise level while running is high. Plastic body life is main concern",Old Model
1368,18 May 2021,Good,4.0,It's nice. Worth the money,Old Model
1369,10 July 2022,Cooler is working good,5.0,,New Model
1370,25 May 2021,Awesome Cooling,4.0,It’s a nice cooler,Old Model
1371,11 April 2022,Filling is a nightmare,1.0,"Fill 37 litres using this !!!Had to open it all up to fillYes u can use a hose, but if you live in a flat who has a hoseCan't return itWaste of moneyFan is poor too, not sure it's working properly, but doesn't throw 9feet leave alone 9m as advertisedModel bought PX36 Torque New",New Model
1372,15 June 2021,Very affordable,4.0,Very nice products,Old Model
1373,9 July 2022,best small cooler,5.0,,Old Model
1374,30 April 2021,Satisfied,3.0,Overall good product,Old Model
1375,22 April 2021,Cooling,4.0,Nice cooling but little bit noisy,Old Model
1376,21 April 2021,Good,4.0,Over all this is Good product.,Old Model
1377,1 July 2021,Good product,4.0,Good product..,Old Model
1378,25 June 2020,It's not up to the mark.,2.0,It's not as per expectations. We can't prefer for alternative of AC. Cooling is ok ok. It is mentioned that 150sqft cooling but we can feel little bit cooling if direction is direct to our body. Or we can not feel cooling at all.Never go for it if you want to purchase for summer or 💯% cooling purpose.,Old Model
1379,6 March 2021,What,4.0,This product was good . Cooling also good...,Old Model
1380,15 March 2021,Bajaj Platini Torque 36-Litres Air Cooler (White),4.0,Good Product.Good Service By Amazon.,Old Model
1381,17 March 2021,Very difficulty to handle,3.0,It's Very difficulty to use,Old Model
1382,29 May 2021,Good,4.0,Good for me,Old Model
1383,26 March 2021,Cooler speed is slow.,3.0,Fan speed is slow.,Old Model
1384,23 May 2020,Ok ok product.,3.0,"Initially spray water from fan.Cooling is quite ok, doesn't expect effective cooling  coz its you only help you for spot cooling.",Old Model
1385,1 July 2021,Excellent products,4.0,Nice voice,Old Model
1386,12 May 2021,Worth for money,3.0,Average,Old Model
1387,13 March 2021,Good product from bajaj,4.0,Nice product  tq amazon for fastest delivery,Old Model
1388,31 March 2022,Amazing,5.0,It's worth the money and It's really powerful .. a full tank will last you about 12 hours,New Model
1389,9 April 2022,Not good,2.0,Not good,New Model
1390,11 May 2021,Good,3.0,Goob,Old Model
1391,20 May 2021,Quality of the plastic not as good as overall stuff  may improve but at 6K 👍,5.0,"It's met my expectations , it's for  100 Sq feet room  not more that that , it's not very noisy but it has sound  one more things to add it's very  to move from one room to another .",Old Model
1392,10 July 2021,Go with it ! it's a great product,4.0,Amazing Product,Old Model
1393,18 May 2021,Size is small but good to use,4.0,Cooler Length is low.,Old Model
1394,20 April 2022,All things are very good product and very cooling,5.0,I like this product and very cooling productIt is not a waste of money,New Model
1395,18 June 2022,Superb callection,5.0,Good product for small family,Old Model
1396,23 March 2021,Height problem.,3.0,Height is very low.,Old Model
1397,4 May 2022,Waste of Money in Bajaj PX 97 Torque New 36L Personal Air Cooler,1.0,"This is the cooler when you set very closer to your body otherwise it is useless .Review on same day of delivery.No Cooling , no air flow .This is a very small cooler , my fault is i have not checked the dimensions . Please check before purchase.Money Loss...",New Model
1398,9 July 2021,Very useful,4.0,Excellent condition,Old Model
1399,27 May 2021,More noise,4.0,High noise level,Old Model
1400,11 June 2021,Increase humidity in room sometimes,4.0,Nice cooler 🙂,Old Model
1401,21 April 2021,Return.the item,3.0,Need to return,Old Model
1402,29 April 2021,😊,3.0,Ok okay,Old Model
1403,10 April 2021,Rate of this product is high,4.0,Rate of this product is high.,Old Model
1404,28 June 2021,Average product,4.0,Average product,Old Model
1405,27 May 2021,Better than expected,4.0,Better than expected.,Old Model
1406,30 June 2022,Super se bhi uper,5.0,Nice product useful,New Model
1407,30 March 2022,Very small product,2.0,So small produt,New Model
1408,26 May 2022,No cool air,1.0,"There was no cool air coming from this air cooler. It was just circulating the room temperature air in and out. We made a complaint with Bajaj team, they checked and said this is the best it could do and there's nothing wrong with it. We returned this item.",New Model
1409,11 March 2021,Good deal in this price,4.0,Good deal in this priceNice product,Old Model
1410,19 May 2021,Notice is more with cooling,3.0,Ok,Old Model
1411,27 June 2021,Good for money,4.0,No issues,Old Model
1412,29 April 2021,It cools room for long time,4.0,The item was very good,Old Model
1413,31 May 2022,Best cooler,5.0,Best cooler for personal use Or small family,New Model
1414,6 June 2021,Water Pump not working,2.0,"The media could not be loaded.
                



 Pump stopped working in hardly 2 months from when I bought the air cooler. Fan still runs fine. Advised to not use air cooler if you have hard water coming at your place.",Old Model
1415,3 April 2022,As per money not setisfied,2.0,Very small,Old Model
1416,2 April 2019,Go for it for mid size room,5.0,"I am writing this review to help with your decision regarding this product.It is perfect for a 10x12 room. Colling is good as well as amazing water and electricity saver. The tank will last you 8-9 hours at low speed. Noice level is low and portability is amazing. please clean the tank before the first use, you may find some plastic particles inside.  Looking is nice, however finishing of the pads are not good and the removal process of pads is not very easy.",Old Model
1417,17 May 2021,Good,4.0,Nice to personal use,Old Model
1418,3 April 2022,Worth buying,5.0,"Product quality is good as per expectations,Easy to move , less noise, best cooling experience",New Model
1419,18 July 2021,Good,4.0,Good,Old Model
1420,16 June 2022,Thank you,5.0,Thank you so much 🙏,New Model
1421,5 June 2021,Good product,4.0,Value for money,Old Model
1422,27 April 2021,Best for 1-2,4.0,Not much louder..lil Decent one,Old Model
1423,18 June 2021,Nice...,4.0,"The media could not be loaded.
                



 Good product...",Old Model
1424,29 April 2019,Waste product. Not worth the money.,2.0,Poor build quality. The latches are hard to operate and often get jammed hence filing water is a cumbersome task. The sweep function does not work sometimes. There is hardly any difference in fan speed from 1 to 3. And the biggest ever issue is that you just cannot operate the cooler without water in it cause the honeycomb  filters emit an awful stench when there is no water running through it. I regret not going for Symphony.,Old Model
1425,9 June 2022,Excellent,5.0,I like it bloom air.,New Model
1426,3 June 2020,Good for small to medium room. Perfect cooling.,4.0,"At this price, product is good.Makes a little noise in starting but you'll get accustomed to it. Definitely recommend to buy. 👍",Old Model
1427,31 March 2021,Nice cooler,4.0,"Nice one, purchased today only",Old Model
1428,26 July 2022,Products good,5.0,The media could not be loaded.,New Model
1429,4 May 2021,Good product,4.0,Good working nice 👍,Old Model
1430,31 March 2021,Good For small family and for small area,4.0,It's good for 3 ppl.,Old Model
1431,13 April 2021,Good,4.0,Good product for small family,Old Model
1432,22 June 2021,cooling,4.0,great cooling,Old Model
1433,7 June 2019,Bajaj cooler,4.0,I started using this cooler for past one month in May I could feel the noise is coming while we turning out water apart from that all screws are plastics only .We need to provide ice to feel cooling effect.,Old Model
1434,2 June 2021,Best products,4.0,Very good product.,Old Model
1435,10 June 2021,Awesome product,4.0,Nice one,Old Model
1436,8 November 2022,Air cooler fan broken,1.0,Purchased in the month of April. Fan got broken and fell down,New Model
1437,18 May 2021,Good product,4.0,Its good !!!,Old Model
1438,9 June 2021,Good 👍 value for money. Not for big rooms,4.0,Good 👍,Old Model
1439,24 July 2021,Good for use,5.0,This good product for a room. It is best for 4 men.  I am using this product last six months no any problem found. Not best for cooling but average cooling which is best i  this price.,Old Model
1440,9 July 2021,Good,4.0,Good,Old Model
1441,21 June 2021,Ok,4.0,Overall ok,Old Model
1442,27 April 2021,nice,3.0,Good,Old Model
1443,17 June 2021,Working good.,4.0,Working good,Old Model
1444,8 June 2021,Nice product,4.0,Good product,Old Model
1445,2 May 2022,Super duper cooler,5.0,This cooler is very good for 10*10 roomSufficient for 2 people,Old Model
1446,17 April 2021,Failed when needed most,1.0,The product was working nice for 3 days but after that it is not through ing air at all though swing and fan is on. Who will attend?  I am at  lost as it is a source of headache when needed most. Will Amazon or bajaj will help me. Bajaj should take responsibility if their product fails like this. Amazon should not such produt market. If nothing done by Amazon or Bajaj I wii put this cooler in public place with complete details so that general public is aware of this cheating.,Old Model
1447,12 April 2022,Apna Bajaj Hawa hai Khas,5.0,"Superb Fast 1 day delivery 🚚 Thanks Amazon, It's working pretty good, I m satisfied",New Model
1448,27 April 2019,Good cooler,4.0,"Good cooler. Effectively cools a small room. Perfect for hostels. Keep the room ventilated, and preferably keep the cooler near the window or door. This is a cooler, don't expect AC level cooling in this.Heat doesnt keep me awake anymore.",Old Model
1449,20 June 2021,Nice product,4.0,Very good,Old Model
1450,13 June 2020,No cooling water falls like fountain,2.0,Do not buy it if you are buying it for family. no cooling at all.. water falls like there is a fountain at home. water noise and on that blower sound. you must have ice at home to add it to the water. there is no cooling from cooler.  A big no for purchase of this product.,Old Model
1451,8 April 2021,Very good product,4.0,Very good product I like,Old Model
1452,15 April 2021,It's good,4.0,It's good no problem,Old Model
1453,14 June 2022,"Air throw, compact, large  water capacity I  portable size",5.0,Compact size no cons,New Model
1454,19 May 2021,👍🏻👍🏻👍🏻,4.0,"The media could not be loaded.
                



 Nice 👍🏻",Old Model
1455,13 April 2021,Speed Fan,4.0,Super speed good product,Old Model
1456,11 December 2020,Very good product,5.0,Build a is very good. With full or half water the cooling starts within 10 mins and cooling is very effective. Noise level is quite there but you can help given its a cooler. The wire could have been a little longer for better portability. Wheels can be made little stronger,Old Model
1457,26 March 2022,Too small in size,2.0,Not good,New Model
1458,27 May 2022,Best cooler in low price,5.0,Like it . Use in room for cooling,New Model
1459,16 May 2019,Good product of a small room,3.0,"-Good product for 10*15 room, noise is very less. -fan blade is made up of plastic. -Provide proper ventilation in the room.-At starting it smell very bad because of new honeycomb pads.-Cord length is about 1.5m.",Old Model
1460,13 April 2021,Kindly give the manual in English,4.0,Manual is in Hindhi.,Old Model
1461,29 May 2022,Totally good product,5.0,Delivered on timeCooling well good one,New Model
1462,13 September 2022,Cooler fan machine is not working after 3 months only,1.0,Cooler fan machine is not working after 3 months only. Changed the machine once already by authorised bajaj mechanic still same problem. Duplicate or damaged product delivered.,New Model
1463,17 June 2021,Good,4.0,Good product,Old Model
1464,13 June 2020,Good for medium size room,4.0,Best in this price segmentHeight is a bit less you have put it on some object of height 6 inches,Old Model
1465,17 June 2021,Mini Cyclone,5.0,I was thinking that this is a small cooler so it tooks lots of time to make room cool. But it seems to be short but it works very fastely. I am really very satisfied with the quality of product.,Old Model
1466,2 June 2021,Good,4.0,Quality product.,Old Model
1467,4 June 2021,Good product,4.0,Good product!,Old Model
1468,1 May 2019,Not a value for money,2.0,"First of all Built quality, this cooler have poor plastic material used by manufacturer, for feeling water in the tank there is not proper ice chamber provided by bajaj feeling water is a big task for user so this is also disadvantage & third n final is fan switch position is unfortunately reverse so this also not a as per standard, so i suggest to all buyers this product we not expected from this cheap quality product from Bajaj",Old Model
1469,16 June 2020,Value for money product,4.0,"The media could not be loaded.
                



 Value for money if you think to buy a personal cooler for 1 single room , then you can consider it",Old Model
1470,16 April 2022,Good product,5.0,"The media could not be loaded.
                



 Good product but not video in youtube for cleaning the honeycomb sheet",New Model
1471,13 May 2021,Nice and good product,4.0,Bajaj good product,Old Model
1472,8 April 2022,Good for Small Rooms.,5.0,"I am happy with its performance, it is sufficient for small & medium rooms.",Old Model
1473,28 May 2021,Good,4.0,Good perfarmance,Old Model
1474,9 April 2021,Nice air,4.0,Nice go for it,Old Model
1475,7 May 2019,most wasteage of money in amazon,4.0,"It is really personal cooler, it is not sufficient for a room. it does not give cool wind.... its just not worthy.... i feel like cheated in amazon...... never ever buy this cooler.... it is not even cool down one person.",Old Model
1476,14 June 2022,Motor stoped working In a months time,1.0,The motor stopped working after a months time. The company person visited and took the motor for replacement and it’s a week he has not retired. Now saying company does not have stock of Motor. This is Bajaj One of the reputed brands.,New Model
1477,8 July 2021,Bad experience with the customer service.,1.0,Just after 2 months my cooler stopped working . The electrician visted and told that the fan motor is faulty and it will be replaced. It has been 3 days since then the service repair centre doesn't have the part nor they know when it will be delivered to them .I had worst experience with the bajaj customer care.I would have been much wiser if i bought a local cooler which i could have repaired from local market in just 1 day .,Old Model
1478,16 July 2022,Nice,5.0,The media could not be loaded.,New Model
1479,3 June 2021,Not bad,4.0,Not bad,Old Model
1480,3 April 2021,Good,4.0,very good for 2-3 person,Old Model
1481,5 July 2020,Not so hot!,3.0,The water inlet is a so small and no provision for putting ice to make the air cooler,Old Model
1482,9 May 2022,Noiesless,5.0,This is use for small room like 10×8 size,New Model
1483,4 May 2022,Very good cooling for 150 sqft room,5.0,"Like the product,very low noise portable and good regulated movement",Old Model
1484,29 April 2022,Nice Product,5.0,🥰 Nice One Value For Money One Day Delivery Go For It,New Model
1485,9 April 2021,Excellent,4.0,Worth it  👍,Old Model
1486,23 March 2021,"Almost cooler is very good,but difficult to clean it",3.0,Very good,Old Model
1487,11 May 2021,It was average cooling machine not good product,2.0,The cooler was not to much cooling in temp of 40° its hot air throwing by cooler & honeycomb was not working properly & cooling my room after 45 min & cooling after 45min its very lowest,Old Model
1488,11 April 2021,Ok,3.0,Ok,Old Model
1489,2 June 2022,Such a great product,5.0,Good product and brand product,New Model
1490,8 June 2020,Good for purchase,4.0,Recieved in a good condition. Used it for a week and results are good also I got it a good price.,Old Model
1491,11 June 2022,Excellent product,5.0,Excellent product.thank u Amazon,New Model
1492,28 May 2022,"Very easy to move, very good cooling, only for 1 or 2 person",5.0,Very happy with the best product,New Model
1493,4 July 2022,Nice,5.0,Like,Old Model
1494,20 May 2019,Not worth,3.0,Always motor stops working n technician says dust was stuck in motor although there is no dust taken out not satisfied with the product as this is summer we are forced to use it as we have no option,Old Model
1495,26 April 2018,worth the money,4.0,prosgood coolingless noiseno water leakageeffective for a small or medium roomeasy to usecan be easily moved from one place to anotherconvenient heightconsneeds cleaning regularlyhas no ice traynot suitable for large roomsinconvenient in supplying watercons,Old Model
1496,30 May 2021,Good,4.0,Good product,Old Model
1497,1 May 2021,Nice,4.0,Good product,Old Model
1498,15 June 2021,Like,4.0,Like,Old Model
1499,7 June 2021,Good prodect,4.0,Good product,Old Model
1500,28 May 2022,Good product,5.0,Very satisfied in all three levels,New Model
1501,28 May 2021,Good,4.0,Good working,Old Model
1502,22 May 2021,Nice product,4.0,Nice product,Old Model
1503,13 June 2021,Ok,4.0,Like,Old Model
1504,18 April 2021,Good,3.0,Good,Old Model
1505,6 April 2021,Better,4.0,Noise level is more..,Old Model
1506,25 May 2021,Super cooler value of money product,5.0,"The media could not be loaded.
                



 Super coolerPortableSuper useable for highest 3 member coolingMust buyBuilt quality little low but its okk for for this priceFan is 50w and pump band other is 50w total 100w consumption if u oparate both fan and pump",Old Model
1507,2 June 2021,None,4.0,Good quality,Old Model
1508,13 June 2021,Awesome,4.0,Nice.,Old Model
1509,30 May 2022,Best product,5.0,Best product ..go for it.,New Model
1510,12 June 2021,Nice,4.0,Good,Old Model
1511,25 May 2021,Yes,4.0,Very good,Old Model
1512,19 June 2020,Good cooler,4.0,"Very nice cooler 1 brought this in 4999, electricity cosumption to too low only 100W, and air flow also gud",Old Model
1513,28 June 2022,Super,5.0,Nice product,New Model
1514,14 May 2021,Quality product.,5.0,There are 3 fan speeds and speed 1 alone is enough.. Noice level is low... It's portable with half or less water..And it will be heavy with full water.. But still is easy to move. Overall quality product.. Must buy.,Old Model
1515,7 May 2022,Cooler,5.0,Air throw bit low but cooling is awesome,New Model
1516,19 June 2022,Nice,5.0,Nice cooling 👍,New Model
1517,11 May 2021,Nothing,4.0,"The media could not be loaded.
                



 Fantastic Product",Old Model
1518,15 June 2020,Unsatisfactory purchase,3.0,Stopped working right after 3 times use... Without any apparent reason... Not even been a month after purchase,Old Model
1519,2 June 2022,Excellent Product,5.0,Excellent Product. Worth Purchase,New Model
1520,6 April 2022,Bajaj cooler is awesome,5.0,Good for personal use. Cooler is well built.. Blindly you can buy it.,New Model
1521,9 June 2020,Not efficient,3.0,"I order this cooler on 22 may,but there is a problem now.Its motor not working properly,please resolve it.",Old Model
1522,25 April 2021,Bad  to worst experience,1.0,"Cooler stopped working within 2 months.services response is not appreciated.its more than 10 days now no solution.Customers care gives multiple numbers to get in touch with... no solution from anyonemy mobile bill is more than the product cost follow upsspare parts are not readily available and they ask us to waiting for weeks.surprised to see overall customer satisfaction rating of this bajaj brand is only 7%go for symphony, its products are decent and Service is also best from my experience",Old Model
1523,27 June 2022,Superb,5.0,It's good,New Model
1524,5 July 2020,"It is not sturdy, makes noise",3.0,There is too much of noise. The product is not sturdy. Apart from that it is fine.,Old Model
1525,6 July 2022,Best and durable,5.0,The media could not be loaded.,New Model
1526,20 June 2021,Good product.... go with this product,4.0,Like,Old Model
1527,21 May 2022,It's nice for 2-3 person,5.0,It's awesome thank you Amazon,New Model
1528,1 June 2020,Durable and long lasting product,5.0,It's been 2 years since I am using this product. It is as good as new. The outer body is very durable and the wheels give easy movements.  The product is strong. Air throw is good.  The motor is still perfectly working.  We do not have to change the honeycomb padding as well. Cheap and good product.,Old Model
1529,14 June 2022,Good 👍,5.0,"The media could not be loaded.
                



 Ikon good 👍",New Model
1530,8 June 2020,Thumbs up for delivery! Product could've been better.,2.0,"Delivery was very quick, thanks to amazon.Would've rated it 5 stars. Reason for deduction -- The drain nob is missing, without it you can't use the cooler with water. I had to seal the drain hole with tape and other things. Very bad quality check process follwed by Bajaj.- Some minor manufacturing defects.",Old Model
1531,28 April 2021,Good,4.0,Value for money,Old Model
1532,17 May 2021,best for small room,4.0,"design, portable",Old Model
1533,30 May 2022,Thank you!!!!,5.0,Recommend buy!!!Great Product,New Model
1534,1 March 2022,Swing botton,2.0,Only swing botton not working,New Model
1535,18 June 2021,All functions are good,4.0,Good,Old Model
1536,16 May 2021,Good Product,4.0,Good product,Old Model
1537,1 April 2021,Sat,3.0,Sat,Old Model
1538,23 May 2020,Product smell,4.0,The only disadvantage is a bit of plastic smell coming out when the cooler is running which in turn creates disturbance,Old Model
1539,29 June 2022,Excellent product by bajaj,5.0,Excellent,New Model
1540,20 June 2020,Very good product,5.0,"It was mentioned in many peoples comment that it is not having noise. But when I enter into my house, i can hear it's noise from outside. But the product is very good. The space for storage of water is also good. It's been more than 1 month I have been using it. Over all a very good product.",Old Model
1541,30 September 2021,Not easy mobilty with water filled in it.,1.0,Mobility of Cooler isn't great while it's filled with water as u need to lift it little bit from the top to make the smooth movement with the wheel base is not so strong and durable. After using the product more than month the swing makes weird noise like creaking. Not that happy with the product as it stopped working recently from the time of purchase this was the major issue.,Old Model
1542,18 March 2021,Worth buying,4.0,"Great product, but noisy",Old Model
1543,4 May 2021,Great air throw 24 ft,4.0,Nice cooler,Old Model
1544,19 April 2021,Can substitute for ac in small room,4.0,Overall good product.,Old Model
1545,15 February 2021,Performance,3.0,Very nice...,Old Model
1546,31 May 2019,Pretty pathetic product,2.0,"I am kind of a person who gives 5 stars to everything. But this product is so bad it's beyond imaginable. It got spoiled after 1 month of use. And one more month for the service person to get it repaired. Customer support is completely unintelligent. I would not recommend this product to anyone.Although the noise level, portability is decent. The service is atrocious and as i mentioned earlier got spoiled within a month.",Old Model
1547,6 June 2021,Best cooler available in India.,5.0,Bajaj a reliable brand.  I have bought this product.  It's the best in its class.  Low noise level.  Efficient. Looks beautiful. Portability is excellent.  It is even better than a large sized cooler.,Old Model
1548,14 April 2022,Crap product,1.0,"I am your well wisher and reminding you badly don't go for this product , it's the worst product,  they are not telling you height anywhere but I am telling you it's for only pets surely not for a kid also , don't go for this , Bajaj is frauding",New Model
1549,16 March 2022,Poor choice,1.0,Not worth this cooler have big size and smaller fan and smaller mouth for air to blow out completely wasted my money 6500rs and no ice compartment this is useless do not buy it I'm already feeling bad about it i wish I checked before ordering this model have ice compartment or not,Old Model
1550,24 May 2021,Good,4.0,Good,Old Model
1551,17 June 2022,Very nice,5.0,Very nice,New Model
1552,5 June 2021,Good.,4.0,Good.,Old Model
1553,22 July 2020,Overa Good Product,4.0,Pros :Low noisePortableGood qualityCons :Air output is lowCooling is average,Old Model
1554,28 April 2021,Fan no noise,4.0,Cooling good,Old Model
1555,14 May 2022,Not working,5.0,Wrost product it not getting cool,New Model
1556,30 June 2022,1 or 2 person good,5.0,Like,New Model
1557,17 June 2022,Best product,5.0,,New Model
1558,25 May 2022,Good cooler at this price,5.0,Good cooler at this price,New Model
1559,15 June 2022,Nice product,5.0,Good product,New Model
1560,3 June 2021,Fast Cooling,4.0,Awesome,Old Model
1561,15 June 2022,Nice,5.0,Good product,New Model
1562,21 June 2022,good product to buy in this price,5.0,,New Model
1563,28 March 2021,It's a medium size table fan,2.0,Very disappointed. It's not a cooler. You can consider it as a medium table fan. This cooler is not suitable for cities like Mumbai. I bought this for my one year old son but waste of money.,Old Model
1564,29 August 2021,Excellent,5.0,It's been more than 3yrs of purchase the quality is really good. No issue faced till now. No servicing done. Still Working full fine. As new one. One can go for it..,Old Model
1565,4 June 2020,Overall nice product,3.0,Nice product but not a perfect product becoz not cooling more then including this price range .,Old Model
1566,24 December 2022,Ummedo par khara nahi utra,3.0,I am using this kyuki ab majboori hai.. matlab sahi hai ek admi ke liye… choti shop ke liye sahi h ye bas room me mat lagao,New Model
1567,19 April 2021,Nice,4.0,Good product.,Old Model
1568,6 May 2022,Super,5.0,Purchased for my father. Good product,New Model
1569,21 May 2021,Good product,4.0,Good,Old Model
1570,22 May 2021,Must buy,5.0,"Writing this review after 4 months of usage, must buy. Noise is minimal, speed is good, cools the room in 10 mins, water gets evenly distributed in the honeycomb pads and air is super chill. Feels like ac",Old Model
1571,30 September 2020,Performance is very poor,3.0,Found damage product and also not good for high temperature,Old Model
1572,8 March 2021,Increase the height of the cooler by 6 inch,5.0,Height of the cooler fan is less. Due to that some part of the air going down to the bed. (i.e. under the bed). I request the manufacture's to increase the height of the cooler about 6 inch (i.e. height of the fan),Old Model
1573,30 June 2021,"Price worthy, nice design & useful in summer",5.0,"Nice product, using since 2 months its price worthy. Specially we have used and tested in peak summer and found satisfactory results. It was completly chilled our room and feel like a AC fitted room.",Old Model
1574,21 April 2022,Good purchase,5.0,Happy with purchase. Provide cool air. Cleaning is difficult.,New Model
1575,10 May 2022,Very good product bringed to Amazon,5.0,Very comfortable my house and reduce heat.🥶🥶🥶,New Model
1576,18 April 2021,Nice product,4.0,Very good,Old Model
1577,1 June 2021,Fantastic products for less dimensions of room,5.0,This cooler have exelent performance in hot summer it creat full ac type room.its take less quantity of water but it's performance good at less room of dimensions.i m happy with their cost as value of product,Old Model
1578,3 May 2020,Please check and replace products.,2.0,I have purchase 8 month issue is fan stopped working . On calling customer care and but call is cancelled and reply their motor is not working. Surprising that a new fan motor got burnt in less than Speaks ??? for the quality cobtrol & parameters that the company maintains. Please check and replace product under warranty.,Old Model
1579,5 June 2022,Valuable product,5.0,Only for 1user,New Model
1580,19 April 2021,Worthy !!!,4.0,Good product,Old Model
1581,28 April 2021,Good for small room,4.0,Budget friendly,Old Model
1582,27 April 2021,Value for money,4.0,Very good,Old Model
1583,3 June 2022,"Best quality and  nice air flow  with cooling,  good in quality and durability",5.0,"The media could not be loaded.
                



 Best quality",New Model
1584,27 June 2022,Awesome,5.0,Awesome,New Model
1585,16 April 2021,Comfortable,4.0,Nice product,Old Model
1586,14 April 2018,Great Value for money.... 💥💥💥💥💥,5.0,I Received This Bajaj Cooler today..... Amazon services are Excellent..... Great job by Delivery boy... Very calm and Good person was that..product recived in good condition. No breaks and no Disorder.No noice..... Well cooling and great value for money... U can't expect more in this price...If your budget around 5 to 6k... Go for it.... Bajaj other kodel tc 2007 is also... Good option for you... But i m interested in this model so i purchased it.... Both are goood....,Old Model
1587,19 May 2021,Good,4.0,Nice,Old Model
1588,7 June 2019,It's only meant for single person use!!,2.0,"It's fan is so weak and cooling is not good either!!  It can't cool a 5X5 room! Totally wasted my money! Maintenance is also a issue! Water colour changes to brown after 2-3 days usage! Just like algae grows in moist condition ,same happens in this cooler but instead of green color you will see brown color! Would not recommend it to anyone .. better to buy a old SS desert cooler!!",Old Model
1589,28 May 2021,Good,4.0,Good,Old Model
1590,28 May 2021,Good,4.0,Good,Old Model
1591,16 September 2020,Awesome,4.0,Using this product for almost 6 months. Very Happy n worth every penny.,Old Model
1592,26 April 2021,Valuable for money,4.0,Good one,Old Model
1593,21 June 2019,Handshake deal with compromise and noise,2.0,"Noise is very bad even with the new model.Comes with very bad plastic smell ( I dont know if it suppose to happen and what health impact it make)Water intake is very small and make take some time to fill up the water.If you keep it running overnight,it made very cracking noise in the morning.Guys, please give proper review as I purchased it after reading the reviews first.",Old Model
1594,17 June 2020,Good fod small room & made in India 😀,4.0,It is sufficient for small room. We use it along with ceiling fan otherwise humidity cause more heat.,Old Model
1595,6 May 2019,For small room it's good choice,3.0,Product is ok for only 2 person or small room for big room not much flow and after first use inside oil spills from motor smell come from inside portion. Don't know it's motor defect or what,Old Model
1596,15 May 2022,Too good product,5.0,Cooling is good..no noise,New Model
1597,1 May 2021,Good,4.0,Ok good,Old Model
1598,24 May 2020,Waste of money and time for the delivery,1.0,"I've ordered this on May 15, 2020 and it was in my town from May 18 but delivered on May 24, 2020 (today). Even though it came late, I was happy as its delivered and it didn't last long due to it's performance and more. The fan sound is too much, air flow is totally below average and when comes to size OMG, it's less than 2 feet. When I placed the order I though it was a big one but no it's not true and just one suggestion to all, do not go for this, its totally waste of money - return initiated within 1 hr from the delivery, thanks to Amazon for this wonderful product.",Old Model
1599,14 May 2022,Leaky defective and very poor air throw,1.0,Leakage from day one. Air throw is so less you have to keep within 2/3 feet distance from yourselff. Not so effective cooling. And to make it worse retun request cancelled by amazon without information  and we kept it packed and ready for replacement.,New Model
1600,26 May 2021,Nice product,4.0,Nice,Old Model
